date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:57:22	410641/410641	---M--	200	added ('OK')	image/png	etag:%224e16d3032f169b9788bf03db24cc6fe0%22	https://uploads-ssl.webflow.com/5de5569863e17bd0e3539609/5e83622a8d500ad33eabbe69_landing_02.png	/Users/sjey/desktop/StallionSite/uploads-ssl.webflow.com/5de5569863e17bd0e3539609/5e83622a8d500ad33eabbe69_landing_02.png	(from https://www.athenian.co/)
17:57:23	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Wed,%2001%20Jul%202020%2021:57:23%20GMT	https://www.athenian.co/terms-of-service	/Users/sjey/desktop/StallionSite/www.athenian.co/terms-of-service	(from https://www.athenian.co/)
17:57:24	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Wed,%2001%20Jul%202020%2021:57:24%20GMT	https://www.athenian.co/privacy-policy	/Users/sjey/desktop/StallionSite/www.athenian.co/privacy-policy	(from https://www.athenian.co/)
17:57:25	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Wed,%2001%20Jul%202020%2021:57:25%20GMT	https://www.athenian.co/security	/Users/sjey/desktop/StallionSite/www.athenian.co/security	(from https://www.athenian.co/)
17:57:26	1280457/1280457	---MCZ	200	added ('OK')	image/svg+xml	date:Tue,%2031%20Mar%202020%2008:11:06%20GMT	https://uploads-ssl.webflow.com/5de5569863e17bd0e3539609/5e82fb1927811bc160b80657_landing_04.svg	/Users/sjey/desktop/StallionSite/uploads-ssl.webflow.com/5de5569863e17bd0e3539609/5e82fb1927811bc160b80657_landing_04.svg	(from https://www.athenian.co/)
17:57:26	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Wed,%2001%20Jul%202020%2021:57:26%20GMT	https://www.athenian.co/legal-info	/Users/sjey/desktop/StallionSite/www.athenian.co/legal-info	(from https://www.athenian.co/)
17:57:28	88145/88145	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2027%20Jun%202019%2018:13:30%20GMT	https://d3e54v103j8qbb.cloudfront.net/js/jquery-3.4.1.min.220afd743d.js?site=5de5569863e17bd0e3539609	/Users/sjey/desktop/StallionSite/d3e54v103j8qbb.cloudfront.net/js/jquery-3.4.1.min.220afd743d9b65.js	(from https://www.athenian.co/)
17:57:28	170902/170902	---M-Z	200	added ('OK')	text/javascript	etag:%22b13e5ac377922c3b95bff274bccd9cce%22	https://uploads-ssl.webflow.com/5de5569863e17bd0e3539609/js/webflow.bf6db2bc3.js	/Users/sjey/desktop/StallionSite/uploads-ssl.webflow.com/5de5569863e17bd0e3539609/js/webflow.bf6db2bc3.js	(from https://www.athenian.co/)
17:57:30	2975/2975	---M-Z	200	added ('OK')	text/css	date:Wed,%2001%20Jul%202020%2021:03:56%20GMT	https://calendly.com/assets/external/widget.css	/Users/sjey/desktop/StallionSite/calendly.com/assets/external/widget.css	(from https://www.athenian.co/)
17:57:31	25873/25873	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2001%20Jul%202020%2021:12:27%20GMT	https://calendly.com/assets/external/widget.js	/Users/sjey/desktop/StallionSite/calendly.com/assets/external/widget.js	(from https://www.athenian.co/)
17:58:16	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Wed,%2001%20Jul%202020%2021:57:32%20GMT	https://www.athenian.co/pricing	/Users/sjey/desktop/StallionSite/www.athenian.co/pricing.html	(from https://www.athenian.co/)
17:58:16	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Wed,%2001%20Jul%202020%2021:57:32%20GMT	https://www.athenian.co/privacy-policy	/Users/sjey/desktop/StallionSite/www.athenian.co/privacy-policy.html	(from https://www.athenian.co/)
17:58:16	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Wed,%2001%20Jul%202020%2021:57:32%20GMT	https://www.athenian.co/demo	/Users/sjey/desktop/StallionSite/www.athenian.co/demo.html	(from https://www.athenian.co/)
17:58:16	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Wed,%2001%20Jul%202020%2021:57:32%20GMT	https://www.athenian.co/terms-of-service	/Users/sjey/desktop/StallionSite/www.athenian.co/terms-of-service.html	(from https://www.athenian.co/)
17:59:00	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Wed,%2001%20Jul%202020%2021:58:16%20GMT	https://www.athenian.co/security	/Users/sjey/desktop/StallionSite/www.athenian.co/security.html	(from https://www.athenian.co/)
17:59:01	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Wed,%2001%20Jul%202020%2021:58:17%20GMT	https://www.athenian.co/pricing	/Users/sjey/desktop/StallionSite/www.athenian.co/pricing.html	(from https://www.athenian.co/)
17:59:01	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Wed,%2001%20Jul%202020%2021:58:17%20GMT	https://www.athenian.co/demo	/Users/sjey/desktop/StallionSite/www.athenian.co/demo.html	(from https://www.athenian.co/)
17:59:02	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Wed,%2001%20Jul%202020%2021:58:18%20GMT	https://www.athenian.co/legal-info	/Users/sjey/desktop/StallionSite/www.athenian.co/legal-info.html	(from https://www.athenian.co/)
17:59:45	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Wed,%2001%20Jul%202020%2021:59:01%20GMT	https://www.athenian.co/terms-of-service	/Users/sjey/desktop/StallionSite/www.athenian.co/terms-of-service.html	(from https://www.athenian.co/)
17:59:45	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Wed,%2001%20Jul%202020%2021:59:02%20GMT	https://www.athenian.co/privacy-policy	/Users/sjey/desktop/StallionSite/www.athenian.co/privacy-policy.html	(from https://www.athenian.co/)
17:59:45	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Wed,%2001%20Jul%202020%2021:59:02%20GMT	https://www.athenian.co/security	/Users/sjey/desktop/StallionSite/www.athenian.co/security.html	(from https://www.athenian.co/)
17:59:45	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Wed,%2001%20Jul%202020%2021:59:03%20GMT	https://www.athenian.co/legal-info	/Users/sjey/desktop/StallionSite/www.athenian.co/legal-info.html	(from https://www.athenian.co/)
17:59:47	16176/16176	UR-MCZ	200	added ('OK')	application/javascript	date:Wed,%2010%20Jun%202020%2011:19:23%20GMT	https://consent-manager.metomic.io/embed.js	/Users/sjey/desktop/StallionSite/consent-manager.metomic.io/embed.js	(from https://www.athenian.co/)
17:59:48	88145/88145	UR-MCZ	200	added ('OK')	application/javascript	date:Thu,%2027%20Jun%202019%2018:13:30%20GMT	https://d3e54v103j8qbb.cloudfront.net/js/jquery-3.4.1.min.220afd743d.js?site=5de5569863e17bd0e3539609	/Users/sjey/desktop/StallionSite/d3e54v103j8qbb.cloudfront.net/js/jquery-3.4.1.min.220afd743d9b65.js	(from https://www.athenian.co/)
17:59:48	187/187	URF---	200	added ('OK%20(cached)')	application/x-javascript		https://config.metomic.io/config.js?id=prj:cdad1720-36f9-4f52-845b-363ddb9d9732	/Users/sjey/desktop/StallionSite/config.metomic.io/config71d3.js	(from https://www.athenian.co/)
17:59:48	49/49	UR-M--	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Wed,%2001%20Jul%202020%2021:59:47%20GMT	https://uploads-ssl.webflow.com/5de5569863e17bd0e3539609/5e83622a8d500ad33eabbe69_landing_02.png	/Users/sjey/desktop/StallionSite/uploads-ssl.webflow.com/5de5569863e17bd0e3539609/5e83622a8d500ad33eabbe69_landing_02.png	(from https://www.athenian.co/)
17:59:49	17707/17707	---MCZ	200	added ('OK')	image/svg+xml	date:Tue,%2010%20Dec%202019%2011:11:12%20GMT	https://uploads-ssl.webflow.com/5de5569863e17bd0e3539609/5def7d4f475590e6159c20fe_main_alt3.svg	/Users/sjey/desktop/StallionSite/uploads-ssl.webflow.com/5de5569863e17bd0e3539609/5def7d4f475590e6159c20fe_main_alt3.svg	(from https://uploads-ssl.webflow.com/5de5569863e17bd0e3539609/css/athenian.webflow.29c85d3c4.min.css)
17:59:50	153944/153944	---MCZ	200	added ('OK')	image/svg+xml	date:Tue,%2010%20Dec%202019%2009:02:03%20GMT	https://uploads-ssl.webflow.com/5de5569863e17bd0e3539609/5de76673524e50283af21e1f_elenar-regular-webfont.svg	/Users/sjey/desktop/StallionSite/uploads-ssl.webflow.com/5de5569863e17bd0e3539609/5de76673524e50283af21e1f_elenar-regular-webfont.svg	(from https://uploads-ssl.webflow.com/5de5569863e17bd0e3539609/css/athenian.webflow.29c85d3c4.min.css)
17:59:51	154058/154058	---MCZ	200	added ('OK')	image/svg+xml	date:Tue,%2010%20Dec%202019%2009:02:45%20GMT	https://uploads-ssl.webflow.com/5de5569863e17bd0e3539609/5de76673524e50526af21e20_elenar-bold-webfont.svg	/Users/sjey/desktop/StallionSite/uploads-ssl.webflow.com/5de5569863e17bd0e3539609/5de76673524e50526af21e20_elenar-bold-webfont.svg	(from https://uploads-ssl.webflow.com/5de5569863e17bd0e3539609/css/athenian.webflow.29c85d3c4.min.css)
17:59:52	250634/250634	---MCZ	200	added ('OK')	image/svg+xml	date:Fri,%2027%20Mar%202020%2008:33:15%20GMT	https://uploads-ssl.webflow.com/5de5569863e17bd0e3539609/5e7dba490e1cdb2e54ae6b5d_cerebrisans-book.svg	/Users/sjey/desktop/StallionSite/uploads-ssl.webflow.com/5de5569863e17bd0e3539609/5e7dba490e1cdb2e54ae6b5d_cerebrisans-book.svg	(from https://uploads-ssl.webflow.com/5de5569863e17bd0e3539609/css/athenian.webflow.29c85d3c4.min.css)
17:59:53	327/327	---MCZ	200	added ('OK')	image/svg+xml	date:Wed,%2001%20Jul%202020%2021:03:56%20GMT	https://calendly.com/assets/external/close-icon.svg	/Users/sjey/desktop/StallionSite/calendly.com/assets/external/close-icon.svg	(from https://calendly.com/assets/external/widget.css)
